person_id,person_name,ward_name,status,councillor_url,councillor_id,council_service,page_last_updated,source
1b59cc197f11d5fe,"Bano, Shabina",Hall Green North Ward,not_listed_currently,,,,,election_people_only
8e4ba3e35e608b8d,"Banting, Philip Andrew",Stirchley Ward,not_listed_currently,,,,,election_people_only
bf5db5206a393933,"Barber, Christopher Francis",Shard End Ward,not_listed_currently,,,,,election_people_only
5ee2868100ad2cd6,"Barker, Nigel Frederick",Soho and Jewellery Quarter Ward,not_listed_currently,,,,,election_people_only
3a48081de295bc2e,"Barley, Roger",Sutton Roughley Ward,not_listed_currently,,,,,election_people_only
3528cb6eb5ecc09a,"Barnett, Francis Liam",Oscott Ward,not_listed_currently,,,,,election_people_only
8a617058633c85c6,Jane Baston,Bournbrook and Selly Park Ward,not_listed_currently,,,,,election_people_only
761ddcccf898c5d4,Baber Baz,Yardley West and Stechford Ward,not_listed_currently,,,,,election_people_only
dbafd4573ed80591,"Beck, Peter",Frankley Great Park Ward,not_listed_currently,,,,,election_people_only
3bd4d3367923a074,"Beg, Raf",Billesley Ward,not_listed_currently,,,,,election_people_only
adce10ebc3a1d6fa,Rasheda Begum,Newtown Ward,not_listed_currently,,,,,election_people_only
04e7b6e7c6c1883d,Matt Bennett,Edgbaston Ward,not_listed_currently,,,,,election_people_only
abcff358eeef4ba7,"Bentley, Joshua",Moseley Ward,not_listed_currently,,,,,election_people_only
f3ae908facfec5a2,"Benton, Sally",Ladywood Ward,not_listed_currently,,,,,election_people_only
5f364b2d5031a011,"Bermingham, Jilly",Perry Common Ward,not_listed_currently,,,,,election_people_only
cf3a7bf9f6af592d,Marcus Bernasconi,North Edgbaston Ward,not_listed_currently,,,,,election_people_only
9274dec1a7b5a72b,"Bertram, Christopher John",Harborne Ward,not_listed_currently,,,,,election_people_only
6f561252e4c76c0c,"Bhagalia, Jigar",Weoley and Selly Oak Ward,not_listed_currently,,,,,election_people_only
4de9e971926e7c23,"Bhatti, Abbas",Soho and Jewellery Quarter Ward,not_listed_currently,,,,,election_people_only
47fd3da32af07e98,Bushra Bi,Sparkhill Ward,not_listed_currently,,,,,election_people_only
035edc29da4ef0c0,"Bishop, Ian William Derek",Stirchley Ward,not_listed_currently,,,,,election_people_only
f3c16e89c0c8370c,"Bishop, Paul Andrew",Handsworth Ward,not_listed_currently,,,,,election_people_only
320d200791b6e72e,"Blenkinsop, Joe",Sutton Trinity Ward,not_listed_currently,,,,,election_people_only
794865a037f9402b,"Bloxham, David",Alum Rock Ward,not_listed_currently,,,,,election_people_only
4d316d9ef5c9fe49,"Bolton, James Liam Pennington",Quinton Ward,not_listed_currently,,,,,election_people_only
43fa06ef8f4a26ef,"Bowen, Iain David",Highter’s Heath Ward,not_listed_currently,,,,,election_people_only
42b43ba4a76b3981,"Boyle, Stephanie",Perry Common Ward,not_listed_currently,,,,,election_people_only
dfa474b1a12da0e5,Nicky Brennan,Bournville and Cotteridge Ward,not_listed_currently,,,,,election_people_only
504f0fac4044ead3,"Brett Young, Tony",Longbridge and West Heath Ward,not_listed_currently,,,,,election_people_only
13f0ea0e1f10a347,"Brewer, Kerry",Bartley Green Ward,not_listed_currently,,,,,election_people_only
828f3ec20973105d,"Bridle, Marje",Glebe Farm and Tile Cross Ward,not_listed_currently,,,,,election_people_only
4e16e741e93d1e1e,"Briggs, Tony",Shard End Ward,not_listed_currently,,,,,election_people_only
7732ffa7f602d02f,"Brittain, Curtis James",Handsworth Ward,not_listed_currently,,,,,election_people_only
29baa9687bb07aef,"Brookes, Jack Matthew",Oscott Ward,not_listed_currently,,,,,election_people_only
90de8e1c56fede82,"Brooks, Martin John",Harborne Ward,not_listed_currently,,,,,election_people_only
761544664f49ba6d,Su Brooks,Soho and Jewellery Quarter Ward,not_listed_currently,,,,,election_people_only
a84cf79ebbea28c0,"Brown, Joel Samuel",King’s Norton South Ward,not_listed_currently,,,,,election_people_only
f6644831c60fe01b,Mick Brown,Gravelly Hill Ward,not_listed_currently,,,,,election_people_only
e1b4e6ba4d2bda23,"Brown, Neil James",Handsworth Wood Ward,not_listed_currently,,,,,election_people_only
3f9db06325343796,"Brown, Stephen",Druids Heath and Monyhull Ward,not_listed_currently,,,,,election_people_only
a05c7080bc067276,"Buchan, Marie",Weoley and Selly Oak Ward,not_listed_currently,,,,,election_people_only
3c030e8fcc9a9f2c,"Bunting, Joshua-John",Oscott Ward,not_listed_currently,,,,,election_people_only
28f4dac2be38998f,"Burgess, James Victor",Harborne Ward,not_listed_currently,,,,,election_people_only
f6ea13f8b3e94a75,"Burkey, Wajid",Bordesley Green Ward,not_listed_currently,,,,,election_people_only
ad947792706fd068,"Busuttil, Carla",Garretts Green Ward,not_listed_currently,,,,,election_people_only
447d8290805b9f4c,Manni Butt,Stockland Green Ward,not_listed_currently,,,,,election_people_only
6a1707784b8898cb,"Butt, Shahid",Sparkhill Ward,not_listed_currently,,,,,election_people_only
5c5f5e7277c5fd8d,Kevin Carmody,Harborne Ward,not_listed_currently,,,,,election_people_only
f5d6c1bd310f7128,"Carpenter, Daniel Thomas",Hall Green South Ward,not_listed_currently,,,,,election_people_only
e2578db22dca1fe7,Danny Carter,Pype Hayes Ward,not_listed_currently,,,,,election_people_only
59f432e3f1fe3d9b,"Challenor, Zoe Rachel",Sutton Wylde Green Ward,not_listed_currently,,,,,election_people_only
b220315a9797c7cc,"Chandler, James Andrew Ayodele",Kingstanding Ward,not_listed_currently,,,,,election_people_only
37ac58c2f9e8c7ba,"Chapman, Jon",Sutton Wylde Green Ward,not_listed_currently,,,,,election_people_only
de9fc8f2a13f1f96,"Chapman, Roman",Castle Vale Ward,not_listed_currently,,,,,election_people_only
69b15dedd12495bb,"Charles, Gary",Glebe Farm and Tile Cross Ward,not_listed_currently,,,,,election_people_only
ba86e7da66c96611,"Cheshire, Robert William",Bromford and Hodge Hill Ward,not_listed_currently,,,,,election_people_only
a092048dd7bc8bb3,"Chishty, Sanjida",Billesley Ward,not_listed_currently,,,,,election_people_only
5fd65531d753ffb3,"Choudhry, Tanveer",Sparkhill Ward,not_listed_currently,,,,,election_people_only
8179ac58da309b54,Zaker Choudhry,South Yardley Ward,not_listed_currently,,,,,election_people_only
2022d58913056054,"Choudhury, Hayaan Bin Sultan",Small Heath Ward,not_listed_currently,,,,,election_people_only
03b96400dab36d9a,"Choudhury, Shefa",Erdington Ward,not_listed_currently,,,,,election_people_only
2d0655910ac19b3d,"Christoffersen, Mette",Erdington Ward,not_listed_currently,,,,,election_people_only
ce23c2220b69bc9a,"Chumber, Ravinder Singh",Handsworth Wood Ward,not_listed_currently,,,,,election_people_only
d11c4b5d5571815f,"Clark, Michael George",Handsworth Wood Ward,not_listed_currently,,,,,election_people_only
3b71e91559cc4fb8,"Clarke, Martin",Holyhead Ward,not_listed_currently,,,,,election_people_only
6e4061172e4f39a2,"Clement, Gavin",Druids Heath and Monyhull Ward,not_listed_currently,,,,,election_people_only
406db7787e30aecd,"Clough, Nigel",Holyhead Ward,not_listed_currently,,,,,election_people_only
428c7706cea04410,"Coffey, Janet",Perry Barr Ward,not_listed_currently,,,,,election_people_only
605e1f9ab817898c,Darren Colling,Sheldon Ward,not_listed_currently,,,,,election_people_only
97a9d786fa3e152a,"Compton, Gareth Francis Thomas",Stockland Green Ward,not_listed_currently,,,,,election_people_only
96c969aa24b0b1dd,Rachel Conaghan,Sheldon Ward,not_listed_currently,,,,,election_people_only
922ea744268dabb3,"Cooke, David",Sutton Walmley and Minworth Ward,not_listed_currently,,,,,election_people_only
ab6beb6c597ed8ee,John Cooper,Sutton Vesey Ward,not_listed_currently,,,,,election_people_only
e36d5af613fd8064,"Cope, Sally Jane",Small Heath Ward,not_listed_currently,,,,,election_people_only
d82ac6482e167c5e,"Copeland, Ross",Castle Vale Ward,not_listed_currently,,,,,election_people_only
1a0d414c26990ae6,"Corrigan, Carmel Gertrude",King’s Norton North Ward,not_listed_currently,,,,,election_people_only
ef46fa0c88d82bf8,"Costa, Rafael",Lozells Ward,not_listed_currently,,,,,election_people_only
0be2b4efe91b0242,"Cotterill, Timothy James",Sutton Roughley Ward,not_listed_currently,,,,,election_people_only
fd7b546accd2bcef,"Cotton, Eleanor",Weoley and Selly Oak Ward,not_listed_currently,,,,,election_people_only
6f4654f2ebef16b8,"Cotton, Jade Marie",Ladywood Ward,not_listed_currently,,,,,election_people_only
e58baedc3ea586ca,"Cotton, John",Glebe Farm and Tile Cross Ward,not_listed_currently,,,,,election_people_only
92821d793e3e1885,"Cox, Emily",Brandwood and Kings Heath Ward,not_listed_currently,,,,,election_people_only
adc2d9868a994601,"Cremer, Katt",Soho and Jewellery Quarter Ward,not_listed_currently,,,,,election_people_only
0fce6f0a41accd17,"Cressman, Gary Edwin",Ladywood Ward,not_listed_currently,,,,,election_people_only
09ed10e0ada58216,"Cross, James Peter",Harborne Ward,not_listed_currently,,,,,election_people_only
fc50d2970a9d3a61,"Cuthel, Cheryl Ann",Moseley Ward,not_listed_currently,,,,,election_people_only
10631d6756d0f022,"Dainty, Mark Richard",Holyhead Ward,not_listed_currently,,,,,election_people_only
6e3655122fb65601,"Dakunivosa, Mosese",Handsworth Ward,not_listed_currently,,,,,election_people_only
f39f36b1092235d5,"Dargue, Lee",Ladywood Ward,not_listed_currently,,,,,election_people_only
47aed0a7b21aa17d,"Dawkins, Nigel Douglas",Bournville and Cotteridge Ward,not_listed_currently,,,,,election_people_only
51caa964faf3ac50,"Delaney, Adrian Joseph",Rubery and Rednal Ward,not_listed_currently,,,,,election_people_only
cd423579a280ac58,"Dewsbery, Jan",Sutton Four Oaks Ward,not_listed_currently,,,,,election_people_only
5194e4edd256ea2a,"Dhalivaal, Makham Singh",Small Heath Ward,not_listed_currently,,,,,election_people_only
6f5c5804799ee18e,"Dickson, Gerald David",Sheldon Ward,not_listed_currently,,,,,election_people_only
32326dabeadc94c3,"Din, Qiam Ud",Lozells Ward,not_listed_currently,,,,,election_people_only
c350b6c176dda5d3,"Dixon, Jack",Longbridge and West Heath Ward,not_listed_currently,,,,,election_people_only
f4530a854f7664fd,"Dobson, Desmond Hayden",Aston Ward,not_listed_currently,,,,,election_people_only
d33c39b3b4851240,Diane Donaldson,Bromford and Hodge Hill Ward,not_listed_currently,,,,,election_people_only
5d72e9bcadb1221d,"Dooley, James William Edward",Stirchley Ward,not_listed_currently,,,,,election_people_only
ce5d54ad8cf77413,"Dosanjh, Satvir",Ladywood Ward,not_listed_currently,,,,,election_people_only
22f0ee8d5f4e4b18,"Douglas, Derek",Stockland Green Ward,not_listed_currently,,,,,election_people_only
e4c2a6e94e2e99cd,"Douglas, Eleanor Louise",Oscott Ward,not_listed_currently,,,,,election_people_only
1a6785e8b6c3c8c0,"Dow, Alistair",North Edgbaston Ward,not_listed_currently,,,,,election_people_only
fe50e6e3e32bfc6e,"Dring, Barbara",Oscott Ward,not_listed_currently,,,,,election_people_only
f13ddc35bbd6ed06,"Dukes-Hogan, Estelle",Hall Green North Ward,not_listed_currently,,,,,election_people_only
f28610e5b8b91f21,"Easy, Glenton",Birchfield Ward,not_listed_currently,,,,,election_people_only
02fbf72f988c3c9c,"Elizabeth, Sophie Juda",Nechells Ward,not_listed_currently,,,,,election_people_only
c42b8413b2fc4a05,"Enahoro, Steven",Stockland Green Ward,not_listed_currently,,,,,election_people_only
3913f7301f66bac8,"Evans, Jerry",Sparkbrook and Balsall Heath East Ward,not_listed_currently,,,,,election_people_only
880d37b15bc6f998,"Farah, Guled",Nechells Ward,not_listed_currently,,,,,election_people_only
f6bbeb56b93f5ad9,"Faulkner, Gary John",Bournbrook and Selly Park Ward,not_listed_currently,,,,,election_people_only
64e8717f89a92b3b,Alan Feeney,Shard End Ward,not_listed_currently,,,,,election_people_only
27cfd88b74a253c1,"Felton, Clair",Billesley Ward,not_listed_currently,,,,,election_people_only
4f606d303fe47f18,"Fieldhouse, Charlotte Julia",Sutton Vesey Ward,not_listed_currently,,,,,election_people_only
84c911387cb84b04,"Fikeis, Chris",Glebe Farm and Tile Cross Ward,not_listed_currently,,,,,election_people_only
8a97b0a06becbc0d,"Fitt, Rob",Weoley and Selly Oak Ward,not_listed_currently,,,,,election_people_only
f830ee5fffcd15ab,"Fitzgerald, Adam",Aston Ward,not_listed_currently,,,,,election_people_only
e9bf418946e09a78,Sam Forsyth,Quinton Ward,not_listed_currently,,,,,election_people_only
dabc5fb1f5b5cbe9,"Foster, Joe",Perry Barr Ward,not_listed_currently,,,,,election_people_only
a3c543ce12ad5820,Corinne Fowler,Bournbrook and Selly Park Ward,not_listed_currently,,,,,election_people_only
6e6b0c6de8b6d24b,"Fowles, Tyrone Reece",Bordesley and Highgate Ward,not_listed_currently,,,,,election_people_only
679fdca1f97680df,"Frater, Kerry",Sutton Mere Green Ward,not_listed_currently,,,,,election_people_only
102f733614311601,Eddie Freeman,Allens Cross Ward,not_listed_currently,,,,,election_people_only
bab88b6831993ba2,Ed Freshwater,Handsworth Ward,not_listed_currently,,,,,election_people_only
907d402b0ba0743d,"Gardiner, Paul Maxwell",Sutton Trinity Ward,not_listed_currently,,,,,election_people_only
552da9e405eba9f7,Chris Garghan,Billesley Ward,not_listed_currently,,,,,election_people_only
639ed5c3352010e5,"Garrett, Ian Anthony George",Tyseley and Hay Mills Ward,not_listed_currently,,,,,election_people_only
bee1d8f477dbf4ec,"Gerald, Dorothy Elizabeth",Aston Ward,not_listed_currently,,,,,election_people_only
5f1e2bea7f551aa0,"Ghulam, Ahmed",Perry Common Ward,not_listed_currently,,,,,election_people_only
2e24775bc275e400,"Gibbons, Simon",Edgbaston Ward,not_listed_currently,,,,,election_people_only
cc4220716763e546,"Goby, Margaret",Moseley Ward,not_listed_currently,,,,,election_people_only
5bfc73a591c441b9,"Godwin, Benjamin",Sutton Reddicap Ward,not_listed_currently,,,,,election_people_only
f62ca21352baaf04,"Goodwin, Ben",Harborne Ward,not_listed_currently,,,,,election_people_only
db03b4f3af52f392,Ray Goodwin,Castle Vale Ward,not_listed_currently,,,,,election_people_only
03a670382c1cb300,"Gopal, Meenatchi",Sheldon Ward,not_listed_currently,,,,,election_people_only
acf35abb3f8b4ef0,"Graham, Alex",Sutton Four Oaks Ward,not_listed_currently,,,,,election_people_only
47d6d1fff4c3fe1f,"Grant, Robert Andrew",King’s Norton South Ward,not_listed_currently,,,,,election_people_only
7eedbb9bac89af67,"Green, Colin Francis",Sheldon Ward,not_listed_currently,,,,,election_people_only
032280b702a0bbd9,Graham Green,Oscott Ward,not_listed_currently,,,,,election_people_only
e262bea2001eca06,"Green, Maria Anna",Ward End Ward,not_listed_currently,,,,,election_people_only
122aac77fe903062,Roxanne Green,Bournville and Cotteridge Ward,not_listed_currently,,,,,election_people_only
3d134f7f112780e1,"Groom, Claire",Aston Ward,not_listed_currently,,,,,election_people_only
074f074aaa949a65,"Grosvenor, Robert",Bournville and Cotteridge Ward,not_listed_currently,,,,,election_people_only
1a2e7d457cd1ed89,"Guest, Carol",Aston Ward,not_listed_currently,,,,,election_people_only
d0ca44ba6fa31be0,"Guest, Martin John",South Yardley Ward,not_listed_currently,,,,,election_people_only
6afc460d472a8b3e,"Gulia, Kiran",Weoley and Selly Oak Ward,not_listed_currently,,,,,election_people_only
0d71a0e07f802484,Gemma Guttridge,Frankley Great Park Ward,not_listed_currently,,,,,election_people_only
20d59cb7e10788f8,"Hafeez, Junaid",Handsworth Wood Ward,not_listed_currently,,,,,election_people_only
0218b10e59176f5c,"Hall, Alex",Oscott Ward,not_listed_currently,,,,,election_people_only
ee8313db14c4637e,"Hall, Daphne Claire",Garretts Green Ward,not_listed_currently,,,,,election_people_only
a9facd1497f955ae,"Hall, Elizabeth Ann",Perry Barr Ward,not_listed_currently,,,,,election_people_only
d9f870775886f3e9,"Hall, Gary",Sutton Vesey Ward,not_listed_currently,,,,,election_people_only
60f0cef88f2523a5,George Hall,Northfield Ward,not_listed_currently,,,,,election_people_only
2ef8264db2643044,"Hallam, Stephen Michael",Handsworth Wood Ward,not_listed_currently,,,,,election_people_only
20ce7dc2c3cfc74a,"Hamilton, Keshia",Holyhead Ward,not_listed_currently,,,,,election_people_only
c84815032bb293c4,"Hammond, Claire Marie",Yardley East Ward,not_listed_currently,,,,,election_people_only
323a2cfe9ba8e1d4,"Hammond, Jonathan",Perry Barr Ward,not_listed_currently,,,,,election_people_only
bf82a4e0479c8703,"Hanif, Kash",Small Heath Ward,not_listed_currently,,,,,election_people_only
91b639043a4dcfe7,"Hanif, Khalid",Sparkbrook and Balsall Heath East Ward,not_listed_currently,,,,,election_people_only
96c6ff1a19872d50,"Hanif, Mohammed",Aston Ward,not_listed_currently,,,,,election_people_only
3f405af4f123e788,"Hardcastle, Leo",Yardley West and Stechford Ward,not_listed_currently,,,,,election_people_only
00b6b3c5e5997a14,"Hardie, Andrew David",Bournville and Cotteridge Ward,not_listed_currently,,,,,election_people_only
b2ff0757fa8d6514,"Hardie, Monica Catherine",Alum Rock Ward,not_listed_currently,,,,,election_people_only
3e12ef90adc9ba70,"Hardy, Gareth",Quinton Ward,not_listed_currently,,,,,election_people_only
4dbfbc6f28657c76,Siobhan Harper-Nunes,Ladywood Ward,not_listed_currently,,,,,election_people_only
8316b63ce8adc311,Deborah Harries,Yardley East Ward,not_listed_currently,,,,,election_people_only
fc20e42ee0b404dd,"Hashmi, Shahid",Sparkbrook and Balsall Heath East Ward,not_listed_currently,,,,,election_people_only
a1394032c747e111,"Hassan, Hanooshi",North Edgbaston Ward,not_listed_currently,,,,,election_people_only
d409a338dc2191d5,Kamel Hawwash,Stirchley Ward,not_listed_currently,,,,,election_people_only
4a73bd73f6a2e74f,"Haycock, Adam",Sutton Walmley and Minworth Ward,not_listed_currently,,,,,election_people_only
4faa5ae4e89f7e9e,"Haynes, Steve",Rubery and Rednal Ward,not_listed_currently,,,,,election_people_only
ddb1e47c79b26f29,"Hemming, Alexander",King’s Norton North Ward,not_listed_currently,,,,,election_people_only
8f4cacea703b6e29,"Hemus, Richard James",Stockland Green Ward,not_listed_currently,,,,,election_people_only
61cda3cd81c32b73,"Higgins, Peter",Garretts Green Ward,not_listed_currently,,,,,election_people_only
9cf82507e039490f,Adam Higgs,Highter’s Heath Ward,not_listed_currently,,,,,election_people_only
3d9958525080ae85,"Hill, Colin Edward",Perry Common Ward,not_listed_currently,,,,,election_people_only
2cefec0fea38708f,"Hindley, Jo",Sparkbrook and Balsall Heath East Ward,not_listed_currently,,,,,election_people_only
1a0b8b7041748942,James Hinton,Perry Barr Ward,not_listed_currently,,,,,election_people_only
fa606d16f2377415,"Hinton, Peter Charles John",Lozells Ward,not_listed_currently,,,,,election_people_only
d7ef3621d89a55f2,"Hogg, Nathan James",Edgbaston Ward,not_listed_currently,,,,,election_people_only
cb8e5c7b101b2272,"Holden, Kirsty",Sutton Vesey Ward,not_listed_currently,,,,,election_people_only
ec79b1fa0cb268e6,"Holland, Jordan",Hall Green North Ward,not_listed_currently,,,,,election_people_only
b991ee3abe518781,"Holroyd, Stewart David",Weoley and Selly Oak Ward,not_listed_currently,,,,,election_people_only
701ccf0b9b312ae9,"Holton, Claire",Sutton Walmley and Minworth Ward,not_listed_currently,,,,,election_people_only
be637081631518d4,"Hooper, Gareth",Glebe Farm and Tile Cross Ward,not_listed_currently,,,,,election_people_only
b63bdb50117bf16d,"Hordern, Guy",Balsall Heath West Ward,not_listed_currently,,,,,election_people_only
eb7bf00423a35e09,"Howard, John Martin",Tyseley and Hay Mills Ward,not_listed_currently,,,,,election_people_only
63425be4475fbb39,"Hudson, Mark Andrew",Brandwood and Kings Heath Ward,not_listed_currently,,,,,election_people_only
3c27554558aa51fd,"Hughes, Des",Kingstanding Ward,not_listed_currently,,,,,election_people_only
3ae740342c3b514d,Raheem Humphreys,Ladywood Ward,not_listed_currently,,,,,election_people_only
90263062f4041c72,"Hunt, Michael",Sutton Roughley Ward,not_listed_currently,,,,,election_people_only
3bf6cd89297fe049,Adnan Hussain,Bordesley Green Ward,not_listed_currently,,,,,election_people_only
cfe51d34b417bcfe,"Hussain, Altaf",Small Heath Ward,not_listed_currently,,,,,election_people_only
447087f0e34afd9f,"Hussain, Amjad",Newtown Ward,not_listed_currently,,,,,election_people_only
387af5e655977f77,"Hussain, Arshad",Bromford and Hodge Hill Ward,not_listed_currently,,,,,election_people_only
b2883d74f1037b64,"Hussain, Asia",Alum Rock Ward,not_listed_currently,,,,,election_people_only
4320f14c803cf160,"Hussain, Fahad Ali",Hall Green North Ward,not_listed_currently,,,,,election_people_only
8254dda37125996a,"Hussain, Iftekhar",Bromford and Hodge Hill Ward,not_listed_currently,,,,,election_people_only
6fe24a23d7cbdc47,Mumtaz Hussain,Aston Ward,not_listed_currently,,,,,election_people_only
1d5ffb2f7c3f1dc0,"Hussain, Naib",Aston Ward,not_listed_currently,,,,,election_people_only
d16736db11823a69,"Hussain, Parwez",Sparkbrook and Balsall Heath East Ward,not_listed_currently,,,,,election_people_only
b04d55b2044970d2,"Hussain, Sajid",Heartlands Ward,not_listed_currently,,,,,election_people_only
b84732bf5092bfe1,"Hussain, Shabrana",Stockland Green Ward,not_listed_currently,,,,,election_people_only
63e16e5349e1b353,"Hussain, Shafaq",Small Heath Ward,not_listed_currently,,,,,election_people_only
eff334b9651a0801,"Hussain, Sohail",Quinton Ward,not_listed_currently,,,,,election_people_only
63ded36ceb9e9fa7,"Hussain, Tassawar",Sparkhill Ward,not_listed_currently,,,,,election_people_only
b2f649921c5d3e8e,"Huxley, Thomas",Yardley East Ward,not_listed_currently,,,,,election_people_only
717d1c5fc33e42d7,"Huxtable, Tim",Hall Green South Ward,not_listed_currently,,,,,election_people_only
